Major.Min.Comp,Minor.Min.Comp1,Minor.Min.Comp2,Appraisal,Mass
SILVER,BOLEITE,ARAGONITE,14749.83,170.1983
SILVER,TREMOLITE,ANDALUSITE,34480.51,342.60510000000005
ACANTHITE,CUBANITE,PARISITE,4362.11,52.921099999999996
SELENITE,DESCLOIZITE,PHOSPHATES,1980.23,29.8023
SYLVITE,CACOXENITE,PUCHERITE,10878.49,119.2849
ARTINITE,DATOLITE,CLINOPTILOLITE,10089.51,102.1951
OBSIDIAN,ANDERSONITE,SILVER,9400.01,89.2001
CLEAVELANDITE,SAINFELDITE,FLUORAPATITE,28988.76,310.1876
CLINOHEDRITE,ARTINITE,CUMMINGTONITE,1555.21,27.3521
ARSENIC,ANDALUSITE,MARCASITE,23885.93,246.3593
ARFVEDSONITE,HUREAULITE,DATOLITE,12913.73,152.73729999999998
ARTINITE,HUREAULITE,CHLORITE,11433.76,124.6376
ANDALUSITE,TREMOLITE,HOPEITE,9760.39,109.0039
ARAGONITE,ANTIMONY,ILVAITE,3350.24,48.002399999999994
SILVER,HINSDALITE,CLINOHEDRITE,6165.33,55.9533
SAINFELDITE,BOLEITE,DESCLOIZITE,27141.61,287.71610000000004
SULFUR,MALACHITE,HOWLITE,19669.22,231.49220000000003
NEPTUNITE,BORNITE,SAINFELDITE,40702.97,409.3297
BOLEITE,CLEAVELANDITE,SILICATES,17549.88,196.6988
SAINFELDITE,CLINOPTILOLITE,SILVER,11419.15,126.19149999999999
SENARMONTITE,BOLEITE,BERLINITE,13703,160.43
ARFVEDSONITE,ALMANDINE,MARCASITE,9770.38,86.60379999999999
BIF,NEPTUNITE,ALBITE,20691.84,186.9184
PHLOGOPITE,HINSDALITE,ANDESINE,11911.92,132.1192
BORNITE,KOVDORSKITE,HEMATITE,20612.88,212.42880000000002
SEMSEYITE,ARAGONITE,ANDESINE,1606.12,38.6612
ROSASITE,GIBBSITE,ANDESINE,15909.28,170.49280000000002
GEODES,MARCASITE,PLATINUM,9127.16,96.9716
SCHORL,ALBITE,HUMITE,6235.08,64.2508
SULFUR,TAAFFEITE,ROSE_QUARTZ,8208.3,96.783
MARCASITE,DEMANTOID,FLUORAPATITE,17141.43,171.4143
FLUORAPATITE,CUBANITE,BARATOVITE,20551.29,234.0129
CLEAVELANDITE,DIAMOND,TREMOLITE,3606.17,45.8617
CUMMINGTONITE,STURMANITE,ANDESINE,4457.02,52.470200000000006
SEMSEYITE,ALTAITE,CLINOPTILOLITE,19895.69,203.7569
SCHORL,ALBITE,PHLOGOPITE,1909.07,27.5907
GEODES,BIF,SYLVITE,146.15,12.261500000000002
FLUORAPATITE,ALBITE,SINHALITE,13965.81,161.85809999999998
DIOPSIDE,ROSASITE,HEMATITE,13705.03,146.0503
HEMATITE,RHODIZITE,NEPHELINE,7621.72,103.31720000000001
SINHALITE,ARTINITE,OSUMILITE,42805.23,438.1523000000001
BORNITE,NEPTUNITE,RHODIZITE,11883.71,109.83709999999999
BOURNONITE,NICKELINE,RUBY,10527.97,100.37969999999999
CLINOPTILOLITE,SILICATES,HINSDALITE,9320.94,106.8094
DATOLITE,CORDYLITE,HUREAULITE,11035.89,137.8589
SMITHSONITE,PERIDOT,HINSDALITE,2941.72,22.8172
PYROMORPHITE,CARNOTITE,KOVDORSKITE,7060.86,76.40859999999999
BORNITE,CUMMINGTONITE,TAAFFEITE,1931.54,35.6154
ROSE_QUARTZ,SAINFELDITE,SELENITE,95.98,10.7598
ANDALUSITE,PHOSPHATES,DIOPSIDE,20275.61,196.6561
ILVAITE,MARCASITE,SAINFELDITE,5907.84,53.6784
PARASYMPLESITE,PUCHERITE,HEULANDITE,9400.84,101.30839999999999
FLUORAPATITE,OBSIDIAN,KOVDORSKITE,10479.42,108.4942
ANDESINE,GMELINITE,SINHALITE,33917.02,350.17019999999997
ANTIMONY,ROSASITE,TALC,19201.27,195.5127
ERIONITE,THOMSONITE,SYLVITE,2751.19,37.8119
SINHALITE,ALMANDINE,HINSDALITE,10164.92,107.14920000000001
TREMOLITE,DEMANTOID,TELLURIUM,10724,109.33999999999999
BORAX,SULFUR,CHLORITE,40.38,18.1038
PYROMORPHITE,HUMITE,RHODIZITE,3071.55,17.615500000000004
PLATINUM,BOURNONITE,PARAVAUXITE,34895.68,365.0568
SAINFELDITE,BASALT,ANDESINE,2816.07,30.760700000000003
PARASYMPLESITE,TALC,CUBANITE,24006,255.96
PHLOGOPITE,BROOKITE,GIBBSITE,18239.69,194.8969
ARSENIC,STURMANITE,HINSDALITE,8154.27,84.04270000000001
HOPEITE,SEMSEYITE,BORAX,11459.73,133.8973
NEPHELINE,TALC,DATOLITE,17126.59,159.6659
ANDESINE,CHRYSOBERYL,HINSDALITE,10553.44,144.5344
ARTINITE,ALMANDINE,BORAX,2450.56,41.6056
BROOKITE,ALMANDINE,ERIONITE,16790.74,187.30740000000003
DIOPSIDE,BROOKITE,RUBY,5263.9,59.43899999999999
GORMANITE,ANDERSONITE,SMITHSONITE,12566.48,126.7648
PHOSPHATES,ILVAITE,ALBITE,6341.36,75.2136
GIBBSITE,THOMSONITE,BASALT,17463,193.13
TAAFFEITE,SMITHSONITE,ILVAITE,3494.85,33.24849999999999
KOVDORSKITE,KUNZITE,HOWLITE,4734.89,58.8489
SCHORL,ARTINITE,HUMITE,8216.77,62.66770000000001
MELANOPHLOGITE,CLINOPTILOLITE,DIOPSIDE,2406.14,40.9614
DESCLOIZITE,NEPTUNITE,ANTIMONY,21492.36,223.9236
DESCLOIZITE,STURMANITE,BOLEITE,10334.15,102.44149999999999
KOVDORSKITE,STURMANITE,DIAMOND,11777.8,136.378
ARTINITE,TAAFFEITE,CHLORITE,30789.26,317.4926
ANDESINE,HEMATITE,CHRYSOBERYL,6943.13,88.93130000000001
HOPEITE,PYROMORPHITE,DEMANTOID,10610.58,128.1058
ARAGONITE,KUNZITE,CLINOPTILOLITE,6183.23,75.53229999999999
DESCLOIZITE,HEMATITE,MALACHITE,24022.07,241.6207
SAINFELDITE,DESCLOIZITE,COAL,831.94,11.519400000000001
CARNOTITE,OSUMILITE,SINHALITE,10774.34,126.0434
NEPTUNITE,ILVAITE,GEODES,642.68,20.3268
DATOLITE,SULFUR,SCORODITE,10317.59,112.0759
ALMANDINE,SEMSEYITE,BORAX,17149.54,160.79540000000003
HUREAULITE,PARAVAUXITE,BERLINITE,13142.41,135.5241
DESCLOIZITE,KUNZITE,STURMANITE,3138.93,35.2893
SUNSTONE,BASALT,SILVER,11446.14,123.06139999999999
PERIDOT,ACANTHITE,SUNSTONE,17671.08,193.7108
ARTINITE,GAYLUSSITE,SULFUR,33255.99,346.95989999999995
CHLORITE,STELLERITE,CLEAVELANDITE,4026.9,46.568999999999996
TALC,SCHORL,HUMITE,21892.76,215.7276
PHLOGOPITE,BIF,BORNITE,22376.08,239.8608
ERIONITE,ANTIMONY,CLEAVELANDITE,3682.74,41.227399999999996
TELLURIUM,ACANTHITE,FLUORAPATITE,15492.52,153.5252
CLINOHEDRITE,ANTIMONY,BROOKITE,13909.37,128.6937
RUBY,GIBBSITE,ILVAITE,14038.27,167.6827
MELANOPHLOGITE,GEODES,STELLERITE,17250.51,174.30509999999998
HUMITE,HUREAULITE,TALC,4190.75,40.3075
SYLVITE,HOWLITE,BASALT,62.12,5.3212
HOWLITE,ANDESINE,MALACHITE,7593,91.83000000000001
RUBY,SELENITE,HUREAULITE,17056.84,180.0684
HUMITE,PARASYMPLESITE,PUCHERITE,25539.09,257.1909
GORMANITE,BERLINITE,SULFUR,13259.32,153.6932
ARSENIC,SENARMONTITE,ERIONITE,10617.51,126.27510000000001
BLODITE,PERIDOT,FLUORAPATITE,12924.56,142.5456
PYROMORPHITE,KUNZITE,CARNOTITE,5007.99,55.179899999999996
HEULANDITE,TELLURIUM,PHLOGOPITE,47587.34,480.67339999999996
CACOXENITE,BOLEITE,KUNZITE,23533.32,231.4332
ACANTHITE,FLUORAPATITE,SMITHSONITE,2965.83,40.8583
BASALT,PLATINUM,TAAFFEITE,1965.25,25.6525
STURMANITE,NEPHELINE,BOURNONITE,23112.25,250.6225
CUMMINGTONITE,ACANTHITE,ARAGONITE,669.51,10.4951
DIOPSIDE,ALMANDINE,BLODITE,8537.16,86.8716
TAAFFEITE,SENARMONTITE,BASALT,32425.13,328.4513
DIOPSIDE,RUBY,COAL,32993.88,344.33879999999994
RHODIZITE,PLATINUM,PARASYMPLESITE,13166.39,125.66389999999998
ARTINITE,CARNOTITE,DIAMOND,746.19,29.8619
ANTIMONY,ENSTATITE,BERLINITE,1087.71,30.677100000000003
CLINOHEDRITE,PARAVAUXITE,BORAX,25118.84,256.4884
SCORODITE,ROSE_QUARTZ,DEMANTOID,4091.31,51.6131
BOURNONITE,CHLORITE,NEPTUNITE,11423.39,115.1339
KUNZITE,TAAFFEITE,TELLURIUM,3632.9,54.028999999999996
HINSDALITE,TELLURIUM,KOTTIGITE,8028.43,101.4843
ANTIMONY,DIAMOND,SMITHSONITE,21005.99,204.35990000000004
ALTAITE,CHRYSOBERYL,SCORODITE,21055.18,210.85180000000003
BORNITE,TAAFFEITE,ANTIMONY,1605.68,37.8568
FLUORAPATITE,RUBY,CLINOPTILOLITE,24786.94,260.4694
ENSTATITE,GIBBSITE,STURMANITE,28.01,1.6801
OSUMILITE,DIOPSIDE,NICKELINE,16609.75,188.29749999999999
BOURNONITE,SULFUR,HOPEITE,12172.24,134.8224
CHLORITE,NEPTUNITE,GMELINITE,4532.77,51.02770000000001
ARTINITE,PARAVAUXITE,BORAX,5610.92,73.1092
ARSENIC,ANDALUSITE,CHRYSOBERYL,1848.58,46.885799999999996
SULFUR,NEPTUNITE,DEMANTOID,25263.78,254.1378
GMELINITE,CUMMINGTONITE,FLUORAPATITE,17580.06,178.8006
ALBITE,CLINOHEDRITE,OBSIDIAN,10530.07,118.7007
ARAGONITE,ARTINITE,BASALT,7584.65,68.2465
ENSTATITE,GORMANITE,CHLORITE,23100.46,258.3046
ILVAITE,DIAMOND,PYROMORPHITE,13942.06,143.3206
BOLEITE,CUMMINGTONITE,FLUORAPATITE,13578.56,130.0856
MALACHITE,SAINFELDITE,PLATINUM,14303.48,154.63479999999998
THOMSONITE,PARASYMPLESITE,CARNOTITE,6071.33,69.5133
NICKELINE,SELENITE,TREMOLITE,6281.27,49.01270000000001
HINSDALITE,TELLURIUM,TALC,12933.36,128.23360000000002
NICKELINE,GORMANITE,KOTTIGITE,18739.33,184.69330000000002
SINHALITE,PERIDOT,KOVDORSKITE,12187.37,141.17370000000003
KOVDORSKITE,ENSTATITE,NICKELINE,1558.55,22.2855
NEPTUNITE,KOTTIGITE,ACANTHITE,14577.85,152.1785
GORMANITE,MELANOPHLOGITE,CUMMINGTONITE,14507.37,141.4737
NEPTUNITE,CLINOHEDRITE,PYROMORPHITE,388.96,8.9896
GMELINITE,KOVDORSKITE,BOLEITE,7592.55,91.8255
NEPHELINE,ALMANDINE,DIAMOND,8371.62,115.41620000000002
TELLURIUM,STURMANITE,ALMANDINE,17668.72,177.58720000000002
CLINOHEDRITE,ICE,SENARMONTITE,8994.98,98.7498
PARAVAUXITE,ARAGONITE,BORAX,10205.71,118.85709999999999
BOURNONITE,ACANTHITE,PYROAURITE,12975.54,144.65540000000001
ANDERSONITE,SEMSEYITE,ROSASITE,13952.66,149.8266
OSUMILITE,GEODES,HUMITE,23508.59,243.48590000000002
PUCHERITE,SUNSTONE,KOVDORSKITE,5960.46,74.0046
FLUORAPATITE,CARNOTITE,OSUMILITE,26619.94,270.59939999999995
HUMITE,CLEAVELANDITE,PHOSPHATES,1.06,32.7106
GAYLUSSITE,MARCASITE,BLODITE,1922.93,27.729300000000002
DATOLITE,SILVER,KOVDORSKITE,11063.93,106.2393
SEMSEYITE,TELLURIUM,GMELINITE,10246.83,119.0683
ANTIMONY,PHOSPHATES,ARTINITE,16582.26,171.7226
DIOPSIDE,TELLURIUM,THOMSONITE,26791.07,276.6107
BLODITE,HOPEITE,SMITHSONITE,12834.55,147.3455
ROSASITE,ILVAITE,HOWLITE,14028.91,147.2891
BORNITE,KUNZITE,TALC,8560.91,96.1091
CARNOTITE,PARAVAUXITE,CUBANITE,35744.55,365.94550000000004
CLINOHEDRITE,TALC,SENARMONTITE,13510.42,154.7042
DEMANTOID,PHOSPHATES,ANDERSONITE,2639.64,37.7964
SEMSEYITE,ALMANDINE,MARCASITE,28002.28,290.1228
NEPHELINE,GORMANITE,PUCHERITE,10150.07,129.8007
KUNZITE,TELLURIUM,GORMANITE,17667.86,190.07860000000002
SENARMONTITE,DIAMOND,CHLORITE,8561.32,103.51319999999998
ERIONITE,CLINOHEDRITE,SCORODITE,4112.28,61.2228
BERLINITE,TREMOLITE,BOURNONITE,29013.29,299.1329
BLODITE,SULFUR,DIOPSIDE,15515.78,166.45780000000002
SMITHSONITE,PHLOGOPITE,PHOSPHATES,6205.32,63.5532
TAAFFEITE,ACANTHITE,MALACHITE,5326.3,62.96300000000001
ALMANDINE,BROOKITE,BERLINITE,1269.44,26.9944
ARTINITE,KOVDORSKITE,ILVAITE,613.95,29.3395
SELENITE,ALMANDINE,OSUMILITE,5235.12,55.2512
PARASYMPLESITE,GAYLUSSITE,PLATINUM,19087.89,188.2789
SUNSTONE,GMELINITE,NEPHELINE,5356.22,52.162200000000006
PYROMORPHITE,ILVAITE,SILICATES,16302.92,183.9292
MELANOPHLOGITE,ARSENIC,ANDERSONITE,6973.18,89.93180000000001
SCORODITE,ENSTATITE,GIBBSITE,19680.97,193.5097
DIAMOND,NEPHELINE,BOLEITE,6133.48,72.8348
RUBY,NICKELINE,KOTTIGITE,5188.76,64.7876
ROSE_QUARTZ,SAINFELDITE,SMITHSONITE,32392.28,308.4228
PYROAURITE,THOMSONITE,DATOLITE,1675.52,49.7552
DATOLITE,ENSTATITE,HEMATITE,10190.18,110.60180000000001
HOPEITE,DEMANTOID,STURMANITE,1474.06,20.040599999999998
ROSASITE,SYLVITE,GEODES,11930.77,117.70770000000002
STURMANITE,GMELINITE,OSUMILITE,13070,146.39999999999998
ANDERSONITE,PYROMORPHITE,BOLEITE,5861.13,71.2113
PHLOGOPITE,ANDESINE,HUREAULITE,8115.44,111.05439999999999
NEPHELINE,PARAVAUXITE,CORDYLITE,12856.14,121.7614
OSUMILITE,MARCASITE,TALC,3046.14,29.961399999999998
DATOLITE,CLINOPTILOLITE,BLODITE,2609.69,38.2969
DIOPSIDE,KOTTIGITE,BROOKITE,9553.8,104.838
STURMANITE,PARASYMPLESITE,ROSE_QUARTZ,8712.64,90.72639999999998
BARATOVITE,ARAGONITE,ROSE_QUARTZ,998.65,12.5865
ARFVEDSONITE,KOTTIGITE,ANDALUSITE,13369.23,144.79229999999998
BASALT,TALC,HEULANDITE,20615.59,222.0559
ANDESINE,DIAMOND,CORDYLITE,19493.57,202.0357
NICKELINE,SILICATES,SMITHSONITE,8764.93,108.4493
SCORODITE,ALTAITE,TALC,3406.43,45.26429999999999
STELLERITE,DEMANTOID,BERLINITE,2583.39,39.2339
PLATINUM,SULFUR,OSUMILITE,109.92,13.8992
RUBY,ARAGONITE,TREMOLITE,9947.6,109.076
TELLURIUM,SILICATES,CACOXENITE,8879.93,96.0993
COAL,PARISITE,MELANOPHLOGITE,16837.12,192.2712
STURMANITE,OSUMILITE,BERLINITE,2307.38,41.9738
ICE,BIF,FLUORAPATITE,33240.16,335.1016
ICE,CUMMINGTONITE,SULFUR,25678.94,257.3894
CLEAVELANDITE,ICE,SAINFELDITE,15030.98,144.4098
PHLOGOPITE,OSUMILITE,SMITHSONITE,97.64,9.4764
ALBITE,TELLURIUM,BORNITE,473.28,27.9328
RHODIZITE,SINHALITE,PHLOGOPITE,16590,191.8
ROSASITE,GORMANITE,OSUMILITE,266.73,17.3673
HOWLITE,KOTTIGITE,BORNITE,1643.99,21.9399
PYROMORPHITE,SYLVITE,TALC,11259.22,123.39219999999999
COAL,CUMMINGTONITE,HUMITE,8453.14,86.9314
DEMANTOID,SINHALITE,BASALT,3862.79,44.927899999999994
NEPHELINE,HOWLITE,PHOSPHATES,3950.88,48.0088
BORNITE,CLINOHEDRITE,MALACHITE,366.62,22.7662
THOMSONITE,GEODES,ERIONITE,351.42,17.6142
GORMANITE,PARASYMPLESITE,ALMANDINE,11333.79,118.4379
CLINOHEDRITE,CUBANITE,SAINFELDITE,10911.61,112.3161
ANTIMONY,BLODITE,PARASYMPLESITE,481.49,24.1149
SILICATES,PHLOGOPITE,SEMSEYITE,857.94,14.3794
CLEAVELANDITE,SILVER,ANDALUSITE,3419.82,43.6982
OSUMILITE,ARTINITE,RUBY,15593.28,179.43280000000001
SENARMONTITE,ANDERSONITE,SMITHSONITE,8043.81,87.7381
DIOPSIDE,OBSIDIAN,PHLOGOPITE,5820.85,74.4085
BROOKITE,NICKELINE,SCORODITE,5800.01,56.700100000000006
GMELINITE,ANDERSONITE,PYROMORPHITE,3528.33,63.7833
SMITHSONITE,SINHALITE,SILICATES,41600.18,426.2018
MARCASITE,CORDYLITE,SILICATES,9545.69,104.4569
PYROMORPHITE,COAL,SILICATES,23779.93,254.29930000000002
PHLOGOPITE,SILICATES,SILVER,10217.4,122.47399999999999
CACOXENITE,GEODES,PYROAURITE,6092.21,76.3221
STELLERITE,STURMANITE,HUREAULITE,10649.78,132.29780000000002
HUREAULITE,ANTIMONY,ERIONITE,15525.43,155.0543
SCHORL,BORAX,SUNSTONE,23.07,3.9307000000000003
KUNZITE,KOTTIGITE,ALTAITE,6648.83,68.08829999999999
STURMANITE,ARTINITE,TALC,8139.51,109.49510000000001
SILICATES,PUCHERITE,TAAFFEITE,37956.4,379.564
CARNOTITE,SILICATES,OBSIDIAN,9395.63,97.9563
SYLVITE,GMELINITE,ROSE_QUARTZ,15091.37,163.71370000000002
SMITHSONITE,ROSE_QUARTZ,GAYLUSSITE,21418.8,204.688
ROSASITE,ERIONITE,ALBITE,5118.85,66.38850000000001
GAYLUSSITE,RHODIZITE,HOPEITE,17501.02,180.1102
HOPEITE,DATOLITE,TAAFFEITE,4045.81,53.5581
NEPHELINE,ANDALUSITE,SELENITE,13010,129.5
STURMANITE,SENARMONTITE,COAL,4147.42,60.074200000000005
BLODITE,CACOXENITE,SILICATES,1547.82,22.3782
SUNSTONE,ANTIMONY,RHODIZITE,2175.29,48.7529
ALBITE,SENARMONTITE,BASALT,6360.73,67.70729999999999
RUBY,DIAMOND,CUMMINGTONITE,15371.62,160.9162
SCHORL,PUCHERITE,SENARMONTITE,16653.13,175.2313
DESCLOIZITE,PARAVAUXITE,ALBITE,18720.54,190.1054
SUNSTONE,PHLOGOPITE,ILVAITE,6290.39,73.3039
CLEAVELANDITE,CLINOPTILOLITE,DIOPSIDE,5616.22,66.16220000000001
OSUMILITE,ANDALUSITE,ILVAITE,3262.18,41.2218
CARNOTITE,STURMANITE,KOVDORSKITE,16131.6,187.316
ARFVEDSONITE,ROSASITE,PYROAURITE,10162.74,126.0274
PARASYMPLESITE,CARNOTITE,SUNSTONE,4079.98,38.7998
CHRYSOBERYL,CHLORITE,CLINOPTILOLITE,25490.8,278.608
SCORODITE,ARTINITE,DIAMOND,22358.49,243.38490000000002
FLUORAPATITE,ANDESINE,NEPTUNITE,1872.86,21.7286
CUBANITE,KUNZITE,SUNSTONE,10766.63,116.96629999999999
ALMANDINE,ERIONITE,KUNZITE,15117.75,144.6775
KUNZITE,DESCLOIZITE,PHLOGOPITE,6920.54,95.2054
MARCASITE,CLINOPTILOLITE,HUMITE,6012.09,50.320899999999995
STURMANITE,HEMATITE,KOTTIGITE,15110.94,156.6094
BLODITE,BROOKITE,BORNITE,7100.67,86.9067
ANTIMONY,KUNZITE,KOTTIGITE,5776.44,79.36439999999999
ENSTATITE,RHODIZITE,DESCLOIZITE,7410.16,80.7016
HINSDALITE,ARSENIC,FLUORAPATITE,13248.51,137.3851
OSUMILITE,CARNOTITE,TAAFFEITE,14316.55,156.36549999999997
PHOSPHATES,SELENITE,MELANOPHLOGITE,591.03,20.7103
ANDALUSITE,PARAVAUXITE,BOLEITE,21870.46,212.2046
ALMANDINE,CARNOTITE,HEULANDITE,10653.83,110.9383
CORDYLITE,BOLEITE,STELLERITE,2765.08,57.3508
TREMOLITE,KOVDORSKITE,NICKELINE,20993.08,216.23080000000002
MARCASITE,DATOLITE,PERIDOT,2239.17,45.9917
PUCHERITE,GAYLUSSITE,ROSASITE,16849.73,173.2973
HUREAULITE,DATOLITE,HEULANDITE,9025.25,94.2525
HEULANDITE,ANTIMONY,SILICATES,3053.36,50.4336
HEULANDITE,TALC,ERIONITE,23236.74,242.9674
ALMANDINE,BLODITE,SEMSEYITE,11750.07,111.80069999999999
BLODITE,CUBANITE,CHRYSOBERYL,1337.37,29.0737
STELLERITE,ENSTATITE,HOWLITE,28999.99,300.79990000000004
SCORODITE,MELANOPHLOGITE,HOWLITE,2153.25,18.3325
COAL,BASALT,DATOLITE,2251.85,33.8185
BORAX,ANDESINE,TREMOLITE,8510.54,92.2054
SEMSEYITE,SULFUR,SAINFELDITE,1591.48,23.814799999999998
PHOSPHATES,DIOPSIDE,BASALT,24195.01,261.3501
DIOPSIDE,TALC,BLODITE,17995.78,177.65779999999998
STELLERITE,STURMANITE,KOTTIGITE,24641.34,250.11339999999998
MALACHITE,BORAX,TREMOLITE,5902.09,68.6209
SULFUR,BASALT,BIF,15553.22,179.3322
BLODITE,MALACHITE,GAYLUSSITE,4041.94,44.519400000000005
TALC,DESCLOIZITE,ALBITE,36342.29,368.6229
SILVER,NEPTUNITE,PHOSPHATES,19725.95,203.8595
BORNITE,MELANOPHLOGITE,SYLVITE,7029.52,74.0952
PYROAURITE,CUMMINGTONITE,ALMANDINE,9650.7,113.507
ILVAITE,HINSDALITE,SAINFELDITE,31967.22,329.8722
HEULANDITE,BROOKITE,HINSDALITE,1500.4,23.504
BORNITE,SAINFELDITE,HUMITE,13797.46,136.67459999999997
BOLEITE,SINHALITE,CLINOPTILOLITE,20907.82,218.87820000000002
RHODIZITE,GORMANITE,DEMANTOID,4685.77,46.9577
ILVAITE,CLINOHEDRITE,CLINOPTILOLITE,26030.95,281.8095
DEMANTOID,PERIDOT,KOTTIGITE,23188.83,233.88830000000002
OBSIDIAN,BORAX,ALMANDINE,3102.95,45.829499999999996
TALC,PYROMORPHITE,SINHALITE,1946.41,41.3641
CUBANITE,RUBY,HUMITE,7366.86,83.3686
MALACHITE,PARISITE,SILVER,10935.01,119.2501
KOTTIGITE,BLODITE,STELLERITE,5474.09,64.8409
ROSE_QUARTZ,PARISITE,FLUORAPATITE,2036,43.76
CARNOTITE,SAINFELDITE,SUNSTONE,17782.72,168.3272
BORAX,ALMANDINE,BORNITE,3236.66,50.9666
CLEAVELANDITE,DIOPSIDE,STELLERITE,1330.86,32.108599999999996
SILVER,HOWLITE,PHLOGOPITE,6806.98,81.5698
SULFUR,ENSTATITE,BLODITE,14408.83,168.7883
PARASYMPLESITE,HEULANDITE,ALMANDINE,8113.27,80.1327
ROSE_QUARTZ,SUNSTONE,PYROMORPHITE,8843.46,89.63459999999999
SINHALITE,ROSASITE,SEMSEYITE,25453.89,263.5389
HUMITE,BOLEITE,THOMSONITE,2350.66,26.206599999999998
GORMANITE,SMITHSONITE,MALACHITE,36126.85,372.5685
COAL,HOPEITE,ROSE_QUARTZ,4643.8,60.638000000000005
SINHALITE,COAL,HOWLITE,1835.23,25.0523
PUCHERITE,SILICATES,FLUORAPATITE,6111.8,77.018
FLUORAPATITE,ALMANDINE,GMELINITE,7333.59,81.8359
SELENITE,CACOXENITE,SINHALITE,16367.66,189.0766
TAAFFEITE,GMELINITE,PHLOGOPITE,12417.02,136.77020000000002
ARSENIC,BLODITE,DIAMOND,6861.14,87.01140000000001
ANDERSONITE,CLEAVELANDITE,CLINOHEDRITE,20213.76,209.5376
BORAX,ANTIMONY,SYLVITE,4960.03,52.400299999999994
STURMANITE,DESCLOIZITE,CACOXENITE,1796.85,27.0685
ILVAITE,CLINOHEDRITE,DATOLITE,6757.14,84.5714
KOTTIGITE,PUCHERITE,THOMSONITE,27836.79,298.0679
SELENITE,ROSASITE,KUNZITE,4547.73,57.87729999999999
TALC,BIF,DIAMOND,16692.1,182.12099999999998
NICKELINE,CARNOTITE,HOWLITE,6683.6,88.336
BORNITE,PYROMORPHITE,ACANTHITE,4413.2,43.232
CARNOTITE,CACOXENITE,NICKELINE,11633.47,120.5347
SCORODITE,DIOPSIDE,TREMOLITE,4486.13,65.1613
HEULANDITE,SILVER,ALTAITE,18312.83,192.52830000000003
DIOPSIDE,SINHALITE,CLEAVELANDITE,7568.57,97.8857
PYROAURITE,GIBBSITE,SILVER,724.1,18.241
STELLERITE,OSUMILITE,ILVAITE,17982.65,190.12650000000002
SILICATES,HEMATITE,BOLEITE,37.6,7.876
GORMANITE,BIF,PYROMORPHITE,2643.38,33.6338
ANDESINE,DATOLITE,TALC,2476.31,40.6631
KOVDORSKITE,SAINFELDITE,ROSASITE,22046.16,236.6616
CHLORITE,ERIONITE,KOTTIGITE,14956.12,153.6612
ANDERSONITE,ANDALUSITE,NEPHELINE,6042.53,65.9253
PYROAURITE,RUBY,ARSENIC,9306.33,112.3633
MELANOPHLOGITE,CUBANITE,HEMATITE,4136.99,37.7699
SCORODITE,SELENITE,TELLURIUM,2250.35,24.5035
KOVDORSKITE,BLODITE,CHRYSOBERYL,11758.37,148.8837
ARFVEDSONITE,BORAX,ANDERSONITE,10852.2,119.42200000000001
CUBANITE,PARASYMPLESITE,MARCASITE,7690.99,80.1099
TREMOLITE,TALC,ARAGONITE,3020.19,17.1019
CHRYSOBERYL,HEMATITE,ALTAITE,11438.96,124.38959999999999
GAYLUSSITE,TAAFFEITE,BOLEITE,2524.4,52.344
COAL,ARTINITE,DATOLITE,23911.14,245.1114
SCHORL,MARCASITE,ALBITE,27113.33,292.3333
PHLOGOPITE,THOMSONITE,GMELINITE,14577.53,155.27530000000002
PLATINUM,NEPHELINE,KOTTIGITE,3047.5,23.475
ALBITE,SCHORL,PYROAURITE,18656.23,205.0623
BROOKITE,PHOSPHATES,SCHORL,5195.87,84.3587
SULFUR,TALC,GMELINITE,2657.44,26.9744
MELANOPHLOGITE,OSUMILITE,SCHORL,21081.97,223.11970000000002
PARISITE,CHRYSOBERYL,KOTTIGITE,2954.16,36.7416
BORAX,PHOSPHATES,ANTIMONY,10693.08,116.63080000000001
HINSDALITE,THOMSONITE,KOVDORSKITE,2312.33,36.6233
SMITHSONITE,ANDERSONITE,COAL,4718.74,66.9874
SMITHSONITE,HUREAULITE,DEMANTOID,15060.15,153.70149999999998
DIOPSIDE,STELLERITE,SCORODITE,22048.18,236.5818
SULFUR,ARSENIC,ALTAITE,13169.68,126.8968
BOLEITE,COAL,CLINOPTILOLITE,5881.66,68.8166
HUMITE,ICE,GORMANITE,41400.87,428.4087
ACANTHITE,BLODITE,FLUORAPATITE,17363.38,184.5338
GIBBSITE,MALACHITE,CHLORITE,14460.73,163.50730000000001
KUNZITE,BASALT,GAYLUSSITE,11147.23,127.17229999999999
CHRYSOBERYL,HOWLITE,HEULANDITE,18838.84,184.2884
CLEAVELANDITE,PARISITE,ALTAITE,2076.98,29.169800000000002
TELLURIUM,NICKELINE,ALTAITE,448.49,12.7849
BLODITE,PARISITE,KUNZITE,7236.79,93.96790000000001
ROSASITE,HUREAULITE,SYLVITE,19163.88,192.8388
ARAGONITE,BARATOVITE,PARASYMPLESITE,7518.76,70.9876
MELANOPHLOGITE,GIBBSITE,CUMMINGTONITE,19634.94,206.64939999999999
OBSIDIAN,PLATINUM,DIOPSIDE,1986.55,27.1655
BERLINITE,ROSE_QUARTZ,ACANTHITE,23276.14,239.76139999999998
MELANOPHLOGITE,PARAVAUXITE,ILVAITE,25960.6,279.906
