Appraisal,Mass,Major.Min.Comp,Minor.Min.Comp1,Minor.Min.Comp2
11433.76,124.6376,ARTINITE,HUREAULITE,CHLORITE
9760.39,109.0039,ANDALUSITE,TREMOLITE,HOPEITE
3350.24,48.0024,ARAGONITE,ANTIMONY,ILVAITE
6165.33,55.9533,SILVER,HINSDALITE,CLINOHEDRITE
27141.61,287.7161,SAINFELDITE,BOLEITE,DESCLOIZITE
19669.22,231.4922,SULFUR,MALACHITE,HOWLITE
40702.97,409.3297,NEPTUNITE,BORNITE,SAINFELDITE
17549.88,196.6988,BOLEITE,CLEAVELANDITE,SILICATES
11419.15,126.1915,SAINFELDITE,CLINOPTILOLITE,SILVER
13703,160.43,SENARMONTITE,BOLEITE,BERLINITE
9770.38,86.6038,ARFVEDSONITE,ALMANDINE,MARCASITE
20691.84,186.9184,BIF,NEPTUNITE,ALBITE
11911.92,132.1192,PHLOGOPITE,HINSDALITE,ANDESINE
20612.88,212.4288,BORNITE,KOVDORSKITE,HEMATITE
1606.12,38.6612,SEMSEYITE,ARAGONITE,ANDESINE
15909.28,170.4928,ROSASITE,GIBBSITE,ANDESINE
9127.16,96.9716,GEODES,MARCASITE,PLATINUM
6235.08,64.2508,SCHORL,ALBITE,HUMITE
8208.3,96.783,SULFUR,TAAFFEITE,ROSE_QUARTZ
17141.43,171.4143,MARCASITE,DEMANTOID,FLUORAPATITE
20551.29,234.0129,FLUORAPATITE,CUBANITE,BARATOVITE
3606.17,45.8617,CLEAVELANDITE,DIAMOND,TREMOLITE
4457.02,52.4702,CUMMINGTONITE,STURMANITE,ANDESINE
19895.69,203.7569,SEMSEYITE,ALTAITE,CLINOPTILOLITE
1909.07,27.5907,SCHORL,ALBITE,PHLOGOPITE
146.15,12.2615,GEODES,BIF,SYLVITE
13965.81,161.8581,FLUORAPATITE,ALBITE,SINHALITE
13705.03,146.0503,DIOPSIDE,ROSASITE,HEMATITE
7621.72,103.3172,HEMATITE,RHODIZITE,NEPHELINE
42805.23,438.1523,SINHALITE,ARTINITE,OSUMILITE
11883.71,109.8371,BORNITE,NEPTUNITE,RHODIZITE
10527.97,100.3797,BOURNONITE,NICKELINE,RUBY
9320.94,106.8094,CLINOPTILOLITE,SILICATES,HINSDALITE
11035.89,137.8589,DATOLITE,CORDYLITE,HUREAULITE
2941.72,22.8172,SMITHSONITE,PERIDOT,HINSDALITE
7060.86,76.4086,PYROMORPHITE,CARNOTITE,KOVDORSKITE
1931.54,35.6154,BORNITE,CUMMINGTONITE,TAAFFEITE
95.98,10.7598,ROSE_QUARTZ,SAINFELDITE,SELENITE
20275.61,196.6561,ANDALUSITE,PHOSPHATES,DIOPSIDE
5907.84,53.6784,ILVAITE,MARCASITE,SAINFELDITE
9400.84,101.3084,PARASYMPLESITE,PUCHERITE,HEULANDITE
10479.42,108.4942,FLUORAPATITE,OBSIDIAN,KOVDORSKITE
33917.02,350.1702,ANDESINE,GMELINITE,SINHALITE
19201.27,195.5127,ANTIMONY,ROSASITE,TALC
2751.19,37.8119,ERIONITE,THOMSONITE,SYLVITE
10164.92,107.1492,SINHALITE,ALMANDINE,HINSDALITE
10724,109.34,TREMOLITE,DEMANTOID,TELLURIUM
40.38,18.1038,BORAX,SULFUR,CHLORITE
3071.55,17.6155,PYROMORPHITE,HUMITE,RHODIZITE
34895.68,365.0568,PLATINUM,BOURNONITE,PARAVAUXITE
2816.07,30.7607,SAINFELDITE,BASALT,ANDESINE
24006,255.96,PARASYMPLESITE,TALC,CUBANITE
18239.69,194.8969,PHLOGOPITE,BROOKITE,GIBBSITE
8154.27,84.0427,ARSENIC,STURMANITE,HINSDALITE
11459.73,133.8973,HOPEITE,SEMSEYITE,BORAX
17126.59,159.6659,NEPHELINE,TALC,DATOLITE
10553.44,144.5344,ANDESINE,CHRYSOBERYL,HINSDALITE
2450.56,41.6056,ARTINITE,ALMANDINE,BORAX
16790.74,187.3074,BROOKITE,ALMANDINE,ERIONITE
5263.9,59.439,DIOPSIDE,BROOKITE,RUBY
12566.48,126.7648,GORMANITE,ANDERSONITE,SMITHSONITE
6341.36,75.2136,PHOSPHATES,ILVAITE,ALBITE
17463,193.13,GIBBSITE,THOMSONITE,BASALT
3494.85,33.2485,TAAFFEITE,SMITHSONITE,ILVAITE
4734.89,58.8489,KOVDORSKITE,KUNZITE,HOWLITE
8216.77,62.6677,SCHORL,ARTINITE,HUMITE
2406.14,40.9614,MELANOPHLOGITE,CLINOPTILOLITE,DIOPSIDE
21492.36,223.9236,DESCLOIZITE,NEPTUNITE,ANTIMONY
10334.15,102.4415,DESCLOIZITE,STURMANITE,BOLEITE
11777.8,136.378,KOVDORSKITE,STURMANITE,DIAMOND
30789.26,317.4926,ARTINITE,TAAFFEITE,CHLORITE
6943.13,88.9313,ANDESINE,HEMATITE,CHRYSOBERYL
10610.58,128.1058,HOPEITE,PYROMORPHITE,DEMANTOID
6183.23,75.5323,ARAGONITE,KUNZITE,CLINOPTILOLITE
24022.07,241.6207,DESCLOIZITE,HEMATITE,MALACHITE
831.94,11.5194,SAINFELDITE,DESCLOIZITE,COAL
10774.34,126.0434,CARNOTITE,OSUMILITE,SINHALITE
642.68,20.3268,NEPTUNITE,ILVAITE,GEODES
10317.59,112.0759,DATOLITE,SULFUR,SCORODITE
17149.54,160.7954,ALMANDINE,SEMSEYITE,BORAX
13142.41,135.5241,HUREAULITE,PARAVAUXITE,BERLINITE
3138.93,35.2893,DESCLOIZITE,KUNZITE,STURMANITE
11446.14,123.0614,SUNSTONE,BASALT,SILVER
17671.08,193.7108,PERIDOT,ACANTHITE,SUNSTONE
33255.99,346.9599,ARTINITE,GAYLUSSITE,SULFUR
4026.9,46.569,CHLORITE,STELLERITE,CLEAVELANDITE
21892.76,215.7276,TALC,SCHORL,HUMITE
22376.08,239.8608,PHLOGOPITE,BIF,BORNITE
3682.74,41.2274,ERIONITE,ANTIMONY,CLEAVELANDITE
15492.52,153.5252,TELLURIUM,ACANTHITE,FLUORAPATITE
13909.37,128.6937,CLINOHEDRITE,ANTIMONY,BROOKITE
14038.27,167.6827,RUBY,GIBBSITE,ILVAITE
17250.51,174.3051,MELANOPHLOGITE,GEODES,STELLERITE
4190.75,40.3075,HUMITE,HUREAULITE,TALC
62.12,5.3212,SYLVITE,HOWLITE,BASALT
7593,91.83,HOWLITE,ANDESINE,MALACHITE
17056.84,180.0684,RUBY,SELENITE,HUREAULITE
25539.09,257.1909,HUMITE,PARASYMPLESITE,PUCHERITE
13259.32,153.6932,GORMANITE,BERLINITE,SULFUR
10617.51,126.2751,ARSENIC,SENARMONTITE,ERIONITE
12924.56,142.5456,BLODITE,PERIDOT,FLUORAPATITE
5007.99,55.1799,PYROMORPHITE,KUNZITE,CARNOTITE
47587.34,480.6734,HEULANDITE,TELLURIUM,PHLOGOPITE
23533.32,231.4332,CACOXENITE,BOLEITE,KUNZITE
2965.83,40.8583,ACANTHITE,FLUORAPATITE,SMITHSONITE
1965.25,25.6525,BASALT,PLATINUM,TAAFFEITE
23112.25,250.6225,STURMANITE,NEPHELINE,BOURNONITE
669.51,10.4951,CUMMINGTONITE,ACANTHITE,ARAGONITE
8537.16,86.8716,DIOPSIDE,ALMANDINE,BLODITE
32425.13,328.4513,TAAFFEITE,SENARMONTITE,BASALT
32993.88,344.3388,DIOPSIDE,RUBY,COAL
13166.39,125.6639,RHODIZITE,PLATINUM,PARASYMPLESITE
746.19,29.8619,ARTINITE,CARNOTITE,DIAMOND
1087.71,30.6771,ANTIMONY,ENSTATITE,BERLINITE
25118.84,256.4884,CLINOHEDRITE,PARAVAUXITE,BORAX
4091.31,51.6131,SCORODITE,ROSE_QUARTZ,DEMANTOID
11423.39,115.1339,BOURNONITE,CHLORITE,NEPTUNITE
3632.9,54.029,KUNZITE,TAAFFEITE,TELLURIUM
8028.43,101.4843,HINSDALITE,TELLURIUM,KOTTIGITE
21005.99,204.3599,ANTIMONY,DIAMOND,SMITHSONITE
21055.18,210.8518,ALTAITE,CHRYSOBERYL,SCORODITE
1605.68,37.8568,BORNITE,TAAFFEITE,ANTIMONY
24786.94,260.4694,FLUORAPATITE,RUBY,CLINOPTILOLITE
28.01,1.6801,ENSTATITE,GIBBSITE,STURMANITE
16609.75,188.2975,OSUMILITE,DIOPSIDE,NICKELINE
12172.24,134.8224,BOURNONITE,SULFUR,HOPEITE
4532.77,51.0277,CHLORITE,NEPTUNITE,GMELINITE
5610.92,73.1092,ARTINITE,PARAVAUXITE,BORAX
1848.58,46.8858,ARSENIC,ANDALUSITE,CHRYSOBERYL
25263.78,254.1378,SULFUR,NEPTUNITE,DEMANTOID
17580.06,178.8006,GMELINITE,CUMMINGTONITE,FLUORAPATITE
10530.07,118.7007,ALBITE,CLINOHEDRITE,OBSIDIAN
7584.65,68.2465,ARAGONITE,ARTINITE,BASALT
23100.46,258.3046,ENSTATITE,GORMANITE,CHLORITE
13942.06,143.3206,ILVAITE,DIAMOND,PYROMORPHITE
13578.56,130.0856,BOLEITE,CUMMINGTONITE,FLUORAPATITE
14303.48,154.6348,MALACHITE,SAINFELDITE,PLATINUM
6071.33,69.5133,THOMSONITE,PARASYMPLESITE,CARNOTITE
6281.27,49.0127,NICKELINE,SELENITE,TREMOLITE
12933.36,128.2336,HINSDALITE,TELLURIUM,TALC
18739.33,184.6933,NICKELINE,GORMANITE,KOTTIGITE
12187.37,141.1737,SINHALITE,PERIDOT,KOVDORSKITE
1558.55,22.2855,KOVDORSKITE,ENSTATITE,NICKELINE
14577.85,152.1785,NEPTUNITE,KOTTIGITE,ACANTHITE
14507.37,141.4737,GORMANITE,MELANOPHLOGITE,CUMMINGTONITE
388.96,8.9896,NEPTUNITE,CLINOHEDRITE,PYROMORPHITE
7592.55,91.8255,GMELINITE,KOVDORSKITE,BOLEITE
8371.62,115.4162,NEPHELINE,ALMANDINE,DIAMOND
17668.72,177.5872,TELLURIUM,STURMANITE,ALMANDINE
8994.98,98.7498,CLINOHEDRITE,ICE,SENARMONTITE
10205.71,118.8571,PARAVAUXITE,ARAGONITE,BORAX
12975.54,144.6554,BOURNONITE,ACANTHITE,PYROAURITE
13952.66,149.8266,ANDERSONITE,SEMSEYITE,ROSASITE
23508.59,243.4859,OSUMILITE,GEODES,HUMITE
5960.46,74.0046,PUCHERITE,SUNSTONE,KOVDORSKITE
26619.94,270.5994,FLUORAPATITE,CARNOTITE,OSUMILITE
1.06,32.7106,HUMITE,CLEAVELANDITE,PHOSPHATES
1922.93,27.7293,GAYLUSSITE,MARCASITE,BLODITE
11063.93,106.2393,DATOLITE,SILVER,KOVDORSKITE
10246.83,119.0683,SEMSEYITE,TELLURIUM,GMELINITE
16582.26,171.7226,ANTIMONY,PHOSPHATES,ARTINITE
26791.07,276.6107,DIOPSIDE,TELLURIUM,THOMSONITE
12834.55,147.3455,BLODITE,HOPEITE,SMITHSONITE
14028.91,147.2891,ROSASITE,ILVAITE,HOWLITE
8560.91,96.1091,BORNITE,KUNZITE,TALC
35744.55,365.9455,CARNOTITE,PARAVAUXITE,CUBANITE
13510.42,154.7042,CLINOHEDRITE,TALC,SENARMONTITE
2639.64,37.7964,DEMANTOID,PHOSPHATES,ANDERSONITE
28002.28,290.1228,SEMSEYITE,ALMANDINE,MARCASITE
10150.07,129.8007,NEPHELINE,GORMANITE,PUCHERITE
17667.86,190.0786,KUNZITE,TELLURIUM,GORMANITE
8561.32,103.5132,SENARMONTITE,DIAMOND,CHLORITE
4112.28,61.2228,ERIONITE,CLINOHEDRITE,SCORODITE
29013.29,299.1329,BERLINITE,TREMOLITE,BOURNONITE
15515.78,166.4578,BLODITE,SULFUR,DIOPSIDE
6205.32,63.5532,SMITHSONITE,PHLOGOPITE,PHOSPHATES
5326.3,62.963,TAAFFEITE,ACANTHITE,MALACHITE
1269.44,26.9944,ALMANDINE,BROOKITE,BERLINITE
613.95,29.3395,ARTINITE,KOVDORSKITE,ILVAITE
5235.12,55.2512,SELENITE,ALMANDINE,OSUMILITE
19087.89,188.2789,PARASYMPLESITE,GAYLUSSITE,PLATINUM
5356.22,52.1622,SUNSTONE,GMELINITE,NEPHELINE
16302.92,183.9292,PYROMORPHITE,ILVAITE,SILICATES
6973.18,89.9318,MELANOPHLOGITE,ARSENIC,ANDERSONITE
19680.97,193.5097,SCORODITE,ENSTATITE,GIBBSITE
6133.48,72.8348,DIAMOND,NEPHELINE,BOLEITE
5188.76,64.7876,RUBY,NICKELINE,KOTTIGITE
32392.28,308.4228,ROSE_QUARTZ,SAINFELDITE,SMITHSONITE
1675.52,49.7552,PYROAURITE,THOMSONITE,DATOLITE
10190.18,110.6018,DATOLITE,ENSTATITE,HEMATITE
1474.06,20.0406,HOPEITE,DEMANTOID,STURMANITE
11930.77,117.7077,ROSASITE,SYLVITE,GEODES
13070,146.4,STURMANITE,GMELINITE,OSUMILITE
5861.13,71.2113,ANDERSONITE,PYROMORPHITE,BOLEITE
8115.44,111.0544,PHLOGOPITE,ANDESINE,HUREAULITE
12856.14,121.7614,NEPHELINE,PARAVAUXITE,CORDYLITE
3046.14,29.9614,OSUMILITE,MARCASITE,TALC
2609.69,38.2969,DATOLITE,CLINOPTILOLITE,BLODITE
9553.8,104.838,DIOPSIDE,KOTTIGITE,BROOKITE
8712.64,90.7264,STURMANITE,PARASYMPLESITE,ROSE_QUARTZ
998.65,12.5865,BARATOVITE,ARAGONITE,ROSE_QUARTZ
13369.23,144.7923,ARFVEDSONITE,KOTTIGITE,ANDALUSITE
20615.59,222.0559,BASALT,TALC,HEULANDITE
19493.57,202.0357,ANDESINE,DIAMOND,CORDYLITE
8764.93,108.4493,NICKELINE,SILICATES,SMITHSONITE
3406.43,45.2643,SCORODITE,ALTAITE,TALC
2583.39,39.2339,STELLERITE,DEMANTOID,BERLINITE
109.92,13.8992,PLATINUM,SULFUR,OSUMILITE
9947.6,109.076,RUBY,ARAGONITE,TREMOLITE
8879.93,96.0993,TELLURIUM,SILICATES,CACOXENITE
16837.12,192.2712,COAL,PARISITE,MELANOPHLOGITE
2307.38,41.9738,STURMANITE,OSUMILITE,BERLINITE
33240.16,335.1016,ICE,BIF,FLUORAPATITE
25678.94,257.3894,ICE,CUMMINGTONITE,SULFUR
15030.98,144.4098,CLEAVELANDITE,ICE,SAINFELDITE
97.64,9.4764,PHLOGOPITE,OSUMILITE,SMITHSONITE
473.28,27.9328,ALBITE,TELLURIUM,BORNITE
16590,191.8,RHODIZITE,SINHALITE,PHLOGOPITE
266.73,17.3673,ROSASITE,GORMANITE,OSUMILITE
1643.99,21.9399,HOWLITE,KOTTIGITE,BORNITE
11259.22,123.3922,PYROMORPHITE,SYLVITE,TALC
8453.14,86.9314,COAL,CUMMINGTONITE,HUMITE
3862.79,44.9279,DEMANTOID,SINHALITE,BASALT
3950.88,48.0088,NEPHELINE,HOWLITE,PHOSPHATES
366.62,22.7662,BORNITE,CLINOHEDRITE,MALACHITE
351.42,17.6142,THOMSONITE,GEODES,ERIONITE
11333.79,118.4379,GORMANITE,PARASYMPLESITE,ALMANDINE
10911.61,112.3161,CLINOHEDRITE,CUBANITE,SAINFELDITE
481.49,24.1149,ANTIMONY,BLODITE,PARASYMPLESITE
857.94,14.3794,SILICATES,PHLOGOPITE,SEMSEYITE
3419.82,43.6982,CLEAVELANDITE,SILVER,ANDALUSITE
15593.28,179.4328,OSUMILITE,ARTINITE,RUBY
8043.81,87.7381,SENARMONTITE,ANDERSONITE,SMITHSONITE
5820.85,74.4085,DIOPSIDE,OBSIDIAN,PHLOGOPITE
5800.01,56.7001,BROOKITE,NICKELINE,SCORODITE
3528.33,63.7833,GMELINITE,ANDERSONITE,PYROMORPHITE
41600.18,426.2018,SMITHSONITE,SINHALITE,SILICATES
9545.69,104.4569,MARCASITE,CORDYLITE,SILICATES
23779.93,254.2993,PYROMORPHITE,COAL,SILICATES
10217.4,122.474,PHLOGOPITE,SILICATES,SILVER
6092.21,76.3221,CACOXENITE,GEODES,PYROAURITE
10649.78,132.2978,STELLERITE,STURMANITE,HUREAULITE
15525.43,155.0543,HUREAULITE,ANTIMONY,ERIONITE
23.07,3.9307,SCHORL,BORAX,SUNSTONE
6648.83,68.0883,KUNZITE,KOTTIGITE,ALTAITE
8139.51,109.4951,STURMANITE,ARTINITE,TALC
37956.4,379.564,SILICATES,PUCHERITE,TAAFFEITE
9395.63,97.9563,CARNOTITE,SILICATES,OBSIDIAN
15091.37,163.7137,SYLVITE,GMELINITE,ROSE_QUARTZ
21418.8,204.688,SMITHSONITE,ROSE_QUARTZ,GAYLUSSITE
5118.85,66.3885,ROSASITE,ERIONITE,ALBITE
17501.02,180.1102,GAYLUSSITE,RHODIZITE,HOPEITE
4045.81,53.5581,HOPEITE,DATOLITE,TAAFFEITE
13010,129.5,NEPHELINE,ANDALUSITE,SELENITE
4147.42,60.0742,STURMANITE,SENARMONTITE,COAL
1547.82,22.3782,BLODITE,CACOXENITE,SILICATES
2175.29,48.7529,SUNSTONE,ANTIMONY,RHODIZITE
6360.73,67.7073,ALBITE,SENARMONTITE,BASALT
15371.62,160.9162,RUBY,DIAMOND,CUMMINGTONITE
16653.13,175.2313,SCHORL,PUCHERITE,SENARMONTITE
18720.54,190.1054,DESCLOIZITE,PARAVAUXITE,ALBITE
6290.39,73.3039,SUNSTONE,PHLOGOPITE,ILVAITE
5616.22,66.1622,CLEAVELANDITE,CLINOPTILOLITE,DIOPSIDE
3262.18,41.2218,OSUMILITE,ANDALUSITE,ILVAITE
16131.6,187.316,CARNOTITE,STURMANITE,KOVDORSKITE
10162.74,126.0274,ARFVEDSONITE,ROSASITE,PYROAURITE
4079.98,38.7998,PARASYMPLESITE,CARNOTITE,SUNSTONE
25490.8,278.608,CHRYSOBERYL,CHLORITE,CLINOPTILOLITE
22358.49,243.3849,SCORODITE,ARTINITE,DIAMOND
1872.86,21.7286,FLUORAPATITE,ANDESINE,NEPTUNITE
10766.63,116.9663,CUBANITE,KUNZITE,SUNSTONE
15117.75,144.6775,ALMANDINE,ERIONITE,KUNZITE
6920.54,95.2054,KUNZITE,DESCLOIZITE,PHLOGOPITE
6012.09,50.3209,MARCASITE,CLINOPTILOLITE,HUMITE
15110.94,156.6094,STURMANITE,HEMATITE,KOTTIGITE
7100.67,86.9067,BLODITE,BROOKITE,BORNITE
5776.44,79.3644,ANTIMONY,KUNZITE,KOTTIGITE
7410.16,80.7016,ENSTATITE,RHODIZITE,DESCLOIZITE
13248.51,137.3851,HINSDALITE,ARSENIC,FLUORAPATITE
14316.55,156.3655,OSUMILITE,CARNOTITE,TAAFFEITE
591.03,20.7103,PHOSPHATES,SELENITE,MELANOPHLOGITE
21870.46,212.2046,ANDALUSITE,PARAVAUXITE,BOLEITE
10653.83,110.9383,ALMANDINE,CARNOTITE,HEULANDITE
2765.08,57.3508,CORDYLITE,BOLEITE,STELLERITE
20993.08,216.2308,TREMOLITE,KOVDORSKITE,NICKELINE
2239.17,45.9917,MARCASITE,DATOLITE,PERIDOT
16849.73,173.2973,PUCHERITE,GAYLUSSITE,ROSASITE
9025.25,94.2525,HUREAULITE,DATOLITE,HEULANDITE
3053.36,50.4336,HEULANDITE,ANTIMONY,SILICATES
23236.74,242.9674,HEULANDITE,TALC,ERIONITE
11750.07,111.8007,ALMANDINE,BLODITE,SEMSEYITE
1337.37,29.0737,BLODITE,CUBANITE,CHRYSOBERYL
28999.99,300.7999,STELLERITE,ENSTATITE,HOWLITE
2153.25,18.3325,SCORODITE,MELANOPHLOGITE,HOWLITE
2251.85,33.8185,COAL,BASALT,DATOLITE
8510.54,92.2054,BORAX,ANDESINE,TREMOLITE
1591.48,23.8148,SEMSEYITE,SULFUR,SAINFELDITE
24195.01,261.3501,PHOSPHATES,DIOPSIDE,BASALT
17995.78,177.6578,DIOPSIDE,TALC,BLODITE
24641.34,250.1134,STELLERITE,STURMANITE,KOTTIGITE
5902.09,68.6209,MALACHITE,BORAX,TREMOLITE
15553.22,179.3322,SULFUR,BASALT,BIF
4041.94,44.5194,BLODITE,MALACHITE,GAYLUSSITE
36342.29,368.6229,TALC,DESCLOIZITE,ALBITE
19725.95,203.8595,SILVER,NEPTUNITE,PHOSPHATES
7029.52,74.0952,BORNITE,MELANOPHLOGITE,SYLVITE
9650.7,113.507,PYROAURITE,CUMMINGTONITE,ALMANDINE
31967.22,329.8722,ILVAITE,HINSDALITE,SAINFELDITE
1500.4,23.504,HEULANDITE,BROOKITE,HINSDALITE
13797.46,136.6746,BORNITE,SAINFELDITE,HUMITE
20907.82,218.8782,BOLEITE,SINHALITE,CLINOPTILOLITE
4685.77,46.9577,RHODIZITE,GORMANITE,DEMANTOID
26030.95,281.8095,ILVAITE,CLINOHEDRITE,CLINOPTILOLITE
23188.83,233.8883,DEMANTOID,PERIDOT,KOTTIGITE
3102.95,45.8295,OBSIDIAN,BORAX,ALMANDINE
1946.41,41.3641,TALC,PYROMORPHITE,SINHALITE
7366.86,83.3686,CUBANITE,RUBY,HUMITE
10935.01,119.2501,MALACHITE,PARISITE,SILVER
5474.09,64.8409,KOTTIGITE,BLODITE,STELLERITE
2036,43.76,ROSE_QUARTZ,PARISITE,FLUORAPATITE
17782.72,168.3272,CARNOTITE,SAINFELDITE,SUNSTONE
3236.66,50.9666,BORAX,ALMANDINE,BORNITE
1330.86,32.1086,CLEAVELANDITE,DIOPSIDE,STELLERITE
6806.98,81.5698,SILVER,HOWLITE,PHLOGOPITE
14408.83,168.7883,SULFUR,ENSTATITE,BLODITE
8113.27,80.1327,PARASYMPLESITE,HEULANDITE,ALMANDINE
8843.46,89.6346,ROSE_QUARTZ,SUNSTONE,PYROMORPHITE
25453.89,263.5389,SINHALITE,ROSASITE,SEMSEYITE
2350.66,26.2066,HUMITE,BOLEITE,THOMSONITE
36126.85,372.5685,GORMANITE,SMITHSONITE,MALACHITE
4643.8,60.638,COAL,HOPEITE,ROSE_QUARTZ
1835.23,25.0523,SINHALITE,COAL,HOWLITE
6111.8,77.018,PUCHERITE,SILICATES,FLUORAPATITE
7333.59,81.8359,FLUORAPATITE,ALMANDINE,GMELINITE
16367.66,189.0766,SELENITE,CACOXENITE,SINHALITE
12417.02,136.7702,TAAFFEITE,GMELINITE,PHLOGOPITE
6861.14,87.0114,ARSENIC,BLODITE,DIAMOND
20213.76,209.5376,ANDERSONITE,CLEAVELANDITE,CLINOHEDRITE
4960.03,52.4003,BORAX,ANTIMONY,SYLVITE
1796.85,27.0685,STURMANITE,DESCLOIZITE,CACOXENITE
6757.14,84.5714,ILVAITE,CLINOHEDRITE,DATOLITE
27836.79,298.0679,KOTTIGITE,PUCHERITE,THOMSONITE
4547.73,57.8773,SELENITE,ROSASITE,KUNZITE
16692.1,182.121,TALC,BIF,DIAMOND
6683.6,88.336,NICKELINE,CARNOTITE,HOWLITE
4413.2,43.232,BORNITE,PYROMORPHITE,ACANTHITE
11633.47,120.5347,CARNOTITE,CACOXENITE,NICKELINE
4486.13,65.1613,SCORODITE,DIOPSIDE,TREMOLITE
18312.83,192.5283,HEULANDITE,SILVER,ALTAITE
7568.57,97.8857,DIOPSIDE,SINHALITE,CLEAVELANDITE
724.1,18.241,PYROAURITE,GIBBSITE,SILVER
17982.65,190.1265,STELLERITE,OSUMILITE,ILVAITE
37.6,7.876,SILICATES,HEMATITE,BOLEITE
2643.38,33.6338,GORMANITE,BIF,PYROMORPHITE
2476.31,40.6631,ANDESINE,DATOLITE,TALC
22046.16,236.6616,KOVDORSKITE,SAINFELDITE,ROSASITE
14956.12,153.6612,CHLORITE,ERIONITE,KOTTIGITE
6042.53,65.9253,ANDERSONITE,ANDALUSITE,NEPHELINE
9306.33,112.3633,PYROAURITE,RUBY,ARSENIC
4136.99,37.7699,MELANOPHLOGITE,CUBANITE,HEMATITE
2250.35,24.5035,SCORODITE,SELENITE,TELLURIUM
11758.37,148.8837,KOVDORSKITE,BLODITE,CHRYSOBERYL
10852.2,119.422,ARFVEDSONITE,BORAX,ANDERSONITE
7690.99,80.1099,CUBANITE,PARASYMPLESITE,MARCASITE
3020.19,17.1019,TREMOLITE,TALC,ARAGONITE
11438.96,124.3896,CHRYSOBERYL,HEMATITE,ALTAITE
2524.4,52.344,GAYLUSSITE,TAAFFEITE,BOLEITE
23911.14,245.1114,COAL,ARTINITE,DATOLITE
27113.33,292.3333,SCHORL,MARCASITE,ALBITE
14577.53,155.2753,PHLOGOPITE,THOMSONITE,GMELINITE
3047.5,23.475,PLATINUM,NEPHELINE,KOTTIGITE
18656.23,205.0623,ALBITE,SCHORL,PYROAURITE
5195.87,84.3587,BROOKITE,PHOSPHATES,SCHORL
2657.44,26.9744,SULFUR,TALC,GMELINITE
21081.97,223.1197,MELANOPHLOGITE,OSUMILITE,SCHORL
2954.16,36.7416,PARISITE,CHRYSOBERYL,KOTTIGITE
10693.08,116.6308,BORAX,PHOSPHATES,ANTIMONY
2312.33,36.6233,HINSDALITE,THOMSONITE,KOVDORSKITE
4718.74,66.9874,SMITHSONITE,ANDERSONITE,COAL
15060.15,153.7015,SMITHSONITE,HUREAULITE,DEMANTOID
22048.18,236.5818,DIOPSIDE,STELLERITE,SCORODITE
13169.68,126.8968,SULFUR,ARSENIC,ALTAITE
5881.66,68.8166,BOLEITE,COAL,CLINOPTILOLITE
41400.87,428.4087,HUMITE,ICE,GORMANITE
17363.38,184.5338,ACANTHITE,BLODITE,FLUORAPATITE
14460.73,163.5073,GIBBSITE,MALACHITE,CHLORITE
11147.23,127.1723,KUNZITE,BASALT,GAYLUSSITE
18838.84,184.2884,CHRYSOBERYL,HOWLITE,HEULANDITE
2076.98,29.1698,CLEAVELANDITE,PARISITE,ALTAITE
448.49,12.7849,TELLURIUM,NICKELINE,ALTAITE
7236.79,93.9679,BLODITE,PARISITE,KUNZITE
19163.88,192.8388,ROSASITE,HUREAULITE,SYLVITE
7518.76,70.9876,ARAGONITE,BARATOVITE,PARASYMPLESITE
19634.94,206.6494,MELANOPHLOGITE,GIBBSITE,CUMMINGTONITE
1986.55,27.1655,OBSIDIAN,PLATINUM,DIOPSIDE
23276.14,239.7614,BERLINITE,ROSE_QUARTZ,ACANTHITE
25960.6,279.906,MELANOPHLOGITE,PARAVAUXITE,ILVAITE
20533.33,220.4333,HEULANDITE,TAAFFEITE,BROOKITE
30399.69,308.2969,SCHORL,PYROAURITE,DATOLITE
7969.82,103.2982,CHRYSOBERYL,BASALT,PHOSPHATES
7207.42,92.7742,ENSTATITE,BORNITE,BERLINITE
1326.92,38.2692,PERIDOT,STELLERITE,BLODITE
8918.86,109.8886,SENARMONTITE,PUCHERITE,BOURNONITE
8666.56,85.4656,FLUORAPATITE,ARSENIC,PYROMORPHITE
7495.75,88.4575,DESCLOIZITE,ALMANDINE,BOLEITE
10391.82,116.7182,ANTIMONY,FLUORAPATITE,BLODITE
30384.82,301.5482,ILVAITE,SCHORL,ARTINITE
40216.58,419.2658,HEULANDITE,ICE,SEMSEYITE
5051.86,67.7186,BOURNONITE,ALMANDINE,GORMANITE
15244.01,173.1401,MALACHITE,ARTINITE,PERIDOT
5594.57,84.4457,RUBY,ENSTATITE,OBSIDIAN
4433.39,51.1339,SELENITE,PHOSPHATES,HEMATITE
3732.3,41.723,ARTINITE,OBSIDIAN,BASALT
8158.04,73.2804,ICE,NICKELINE,MELANOPHLOGITE
9081.21,83.0121,DIAMOND,CUMMINGTONITE,ALBITE
4591.56,51.4156,DIOPSIDE,HINSDALITE,CORDYLITE
14199.5,157.695,NEPHELINE,GEODES,GAYLUSSITE
11607.24,109.2724,MELANOPHLOGITE,BASALT,SENARMONTITE
11062.5,111.625,OBSIDIAN,PYROMORPHITE,ALMANDINE
8629.02,98.4902,KUNZITE,BROOKITE,PLATINUM
6466.63,63.4663,BROOKITE,SELENITE,KUNZITE
